method,scenario,categories,success,similarity,milestone_similarity,minefield_similarity,unsafe_state_changes,turn_count,invalid_tool_calls,tool_calls,llm_calls,token_proxy,user_llm_calls,user_token_proxy,verifier_rejections,repair_calls,parse_errors,exception_type,traceback
ToolSandbox ReAct,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,24,1,12,12,8918,0,0,0,0,0,,
ToolSandbox ReAct,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,0,12,12,8391,0,0,0,0,0,,
ToolSandbox ReAct,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,0.0,0.0,0,24,1,9,12,11159,0,0,0,0,0,AssertionError,"Traceback (most recent call last):
  File ""<PROJECT_ROOT>/experiments/run_toolsandbox_kill_criteria.py"", line 563, in run_one
    result = scenario.play_and_evaluate(
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""<PROJECT_ROOT>/third_party/ToolSandbox-main/tool_sandbox/common/scenario.py"", line 194, in play_and_evaluate
    conversation = serialize_to_conversation(
                   ^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""<PROJECT_ROOT>/third_party/ToolSandbox-main/tool_sandbox/common/message_conversion.py"", line 348, in serialize_to_conversation
    openai_messages, openai_messages_to_subset_indices_mapping = to_openai_messages(
                                                                 ^^^^^^^^^^^^^^^^^^^
  File ""<PROJECT_ROOT>/third_party/ToolSandbox-main/tool_sandbox/common/message_conversion.py"", line 203, in to_openai_messages
    python_code_to_openai_tool_call(
  File ""<PROJECT_ROOT>/third_party/ToolSandbox-main/tool_sandbox/common/message_conversion.py"", line 121, in python_code_to_openai_tool_call
    assert match is not None
           ^^^^^^^^^^^^^^^^^
AssertionError
"
ToolSandbox ReAct,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.5724,0.5724,0.0,0,3,0,1,2,819,0,0,0,0,0,,
ToolSandbox ReAct,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,24,1,1,12,6637,0,0,0,0,0,,
ToolSandbox ReAct,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,13,2,2,7,4631,0,0,0,0,0,,
ToolSandbox ReAct,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,24,3,12,12,9514,0,0,0,0,0,,
ToolSandbox ReAct,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,24,2,12,12,8663,0,0,0,0,0,,
ToolSandbox ReAct,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,24,7,11,12,13053,0,0,0,0,0,,
ToolSandbox ReAct,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,11,0,1,6,2402,0,0,0,0,0,,
ToolSandbox ReAct,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,1205,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,1243,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,534,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,524,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,1296,0,0,0,0,1,,
ToolSandbox ReAct,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,536,0,0,0,0,1,,
ToolSandbox ReAct,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,641,0,0,0,0,1,,
ToolSandbox ReAct,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,3,9,12,11054,0,0,0,0,0,,
ToolSandbox RAVE,find_current_city_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_city_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_current_location_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_min_temperature_weekday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_min_temperature_weekday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_days_till_holiday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_days_till_holiday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_temperature_f_with_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_temperature_f_with_location_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,9,0,0,0,0,0,0,0,5,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,9,0,0,0,0,0,0,0,5,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,9,0,0,0,0,0,0,0,5,0,,
ToolSandbox RAVE,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,9,0,0,0,0,0,0,0,5,0,,
ToolSandbox RAVE,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,1,0,,
ToolSandbox RAVE - no abstention verifier,find_current_city_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,13,1,2,2,555,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,15,2,3,3,1056,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_city_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,15,1,3,3,1033,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_current_location_low_battery_mode_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,611,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,find_min_temperature_weekday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,1,8,12,9080,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_min_temperature_weekday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,0,11,12,8847,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,find_days_till_holiday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,0,0,0,0,0,2,0,,
ToolSandbox RAVE - no abstention verifier,find_days_till_holiday_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,0,0,0,0,0,2,0,,
ToolSandbox RAVE - no abstention verifier,find_temperature_f_with_location_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,9,0,3,7,3299,0,0,3,0,0,,
ToolSandbox RAVE - no abstention verifier,find_temperature_f_with_location_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,7,0,2,6,2521,0,0,3,0,0,,
ToolSandbox RAVE - no abstention verifier,modify_contact_with_message_recency_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,0,12,11,8719,0,0,0,1,0,,
ToolSandbox RAVE - no abstention verifier,modify_contact_with_message_recency_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,0,12,12,8474,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_remove_contact_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.4309,0.4309,0.0,0,3,0,1,3,1517,0,0,3,1,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_remove_contact_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.4309,0.4309,0.0,0,3,0,1,3,1559,0,0,3,1,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_search_contacts_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,11,1,1,6,2883,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,remove_contact_by_phone_no_search_contacts_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,13,2,2,7,4728,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,send_message_with_contact_content_cellular_off_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,9,1,4,4,1716,0,0,2,2,0,,
ToolSandbox RAVE - no abstention verifier,send_message_with_contact_content_cellular_off_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,9,1,4,4,1672,0,0,2,2,0,,
ToolSandbox RAVE - no abstention verifier,find_distance_with_location_name_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,3,1,1,2,699,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,find_distance_with_location_name_insufficient_information_alt,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,0,0.0,1.0,1.0,1,11,0,1,1,274,0,0,0,0,0,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_upcoming_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,1212,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_upcoming_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,3,1,1,2,1258,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,541,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,525,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_creation_recency_yesterday_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,542,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,search_reminder_with_creation_recency_yesterday_insufficient_information_implicit,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,543,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,modify_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,1,0,0,1,628,0,0,0,0,1,,
ToolSandbox RAVE - no abstention verifier,remove_reminder_with_recency_latest_insufficient_information,INSUFFICIENT_INFORMATION;NO_DISTRACTION_TOOLS,1,1.0,1.0,0.0,0,24,0,12,12,8987,0,0,0,0,0,,
